cas_number,descriptors,smiles,pages,desc_len
50623-57-9,"['orang', 'rose', 'apricot']",CCCCCCCCC(=O)OCCCC,http://www.thegoodscentscompany.com/data/rw1013691.html,3
589-75-3,"['ether', 'butter', 'herbal']",CCCCCCCC(=O)OCCCC,http://www.thegoodscentscompany.com/data/rw1013701.html,3
5461-06-3,"['green', 'oili', 'floral', 'fruiti']",CCCCCCCC(=O)OCC(C)C,http://www.thegoodscentscompany.com/data/rw1045151.html,4
122-43-0,"['floral', 'gerard', 'rose', 'cocoa', 'honey']",CCCCOC(=O)Cc1ccccc1,http://www.thegoodscentscompany.com/data/rw1021511.html,5
102-13-6,"['balsam', 'floral', 'gerard', 'aromat', 'waxi', 'chocol', 'fruiti', 'cocoa', 'honey']",CC(C)COC(=O)Cc1ccccc1,http://www.thegoodscentscompany.com/data/rw1006811.html,9
6066-49-5,"['phenol', 'herbal']",CCCCC1OC(=O)c2ccccc12,http://www.thegoodscentscompany.com/data/rw1013781.html,2
590-01-2,"['banana', 'gerard', 'ripe', 'rose', 'cherri', 'earthi']",CCCCOC(=O)CC,http://www.thegoodscentscompany.com/data/rw1007651.html,6
540-42-1,"['banana', 'gerard', 'green', 'ether', 'pungent', 'fruiti', 'tropic']",CCC(=O)OCC(C)C,http://www.thegoodscentscompany.com/data/rw1020241.html,7
29460-92-2,"['green', 'fruiti', 'veget']",CC(C)Cc1cnccn1,http://www.thegoodscentscompany.com/data/rw1045261.html,3
32741-11-0,"['nutti', 'minti', 'green', 'roast']",CC(C)(C)c1cnccn1,http://www.thegoodscentscompany.com/data/rw1040591.html,4
93-19-6,"['leather', 'woodi', 'anim', 'tobacco']",CC(C)Cc1ccc2ccccc2n1,http://www.thegoodscentscompany.com/data/rw1131051.html,4
68198-80-1,"['nutti', 'green', 'vetiv', 'earthi']",CC(C)Cc1ccc2ncccc2c1,http://www.thegoodscentscompany.com/data/rw1116431.html,4
65442-31-1,"['vetiv', 'earthi', 'anim', 'aromat', 'tobacco', 'leather', 'green', 'woodi']",CCC(C)c1ccc2ncccc2c1,http://www.thegoodscentscompany.com/data/rw1006851.html,8
1333-58-0,"['amber', 'nutti', 'leather', 'green', 'tobacco', 'woodi', 'herbal', 'earthi', 'herbac', 'anim']",CC(C)Cc1ccnc2ccccc12,http://www.thegoodscentscompany.com/data/rw1381341.html,10
61702-91-8,"['leather', 'vetiv', 'earthi']",CC(C)(C)c1cccc2ncccc12,http://www.thegoodscentscompany.com/data/rw1010591.html,3
87-19-4,"['floral', 'cool', 'gerard', 'green', 'aromat', 'spice', 'floreal', 'herbal', 'herbac']",CC(C)COC(=O)c1ccccc1O,http://www.thegoodscentscompany.com/data/rw1006892.html,9
123-95-5,"['fatti', 'oili']",CCCCCCCCCCCCCCCCCC(=O)OCCCC,http://www.thegoodscentscompany.com/data/rw1013821.html,2
18640-74-9,"['fresh', 'earthi', 'tropic', 'veget', 'gerard', 'waxi', 'musti', 'mushroom', 'natur', 'leaf', 'green']",CC(C)Cc1sccn1,http://www.thegoodscentscompany.com/data/rw1005371.html,11
18277-27-5,"['leaf', 'green', 'herbal', 'spici', 'herbac']",CCC(C)c1sccn1,http://www.thegoodscentscompany.com/data/rw1013841.html,5
2432-91-9,"['green', 'herbal', 'spici', 'herbac']",CCC(C)SC(=O)CC(C)C,http://www.thegoodscentscompany.com/data/rw1040631.html,4
7785-66-2,"['floral', 'warm', 'fruiti', 'herbal', 'herbac']",CCCCOC(=O)C(/C)=C/C,http://www.thegoodscentscompany.com/data/rw1013981.html,5
61692-84-0,"['pungent', 'herbal']",C\C=C(/C)C(=O)OCC(C)C,http://www.thegoodscentscompany.com/data/rw1040221.html,2
109-42-2,"['floral', 'fatti', 'wine', 'butter']",CCCCOC(=O)CCCCCCCCC=C,http://www.thegoodscentscompany.com/data/rw1002261.html,4
5421-27-2,"['fatti', 'fruiti', 'waxi']",CC(C)COC(=O)CCCCCCCCC=C,http://www.thegoodscentscompany.com/data/rw1448481.html,3
591-68-4,"['alcohol', 'banana', 'appl', 'gerard', 'green', 'ether', 'raspberri', 'fruiti', 'pineappl', 'beverag', 'tropic']",CCCCOC(=O)CCCC,http://www.thegoodscentscompany.com/data/rw1014011.html,11
10588-10-0,"['ether', 'fruiti']",CCCCC(=O)OCC(C)C,http://www.thegoodscentscompany.com/data/rw1014021.html,2
109-19-3,"['banana', 'appl', 'pear', 'gerard', 'green', 'ether', 'pungent', 'cocoa', 'chees', 'fruiti', 'chocol', 'pineappl', 'peach']",CCCCOC(=O)CC(C)C,http://www.thegoodscentscompany.com/data/rw1029431.html,13
589-59-3,"['appl', 'gerard', 'green', 'raspberri', 'ether', 'wine', 'strawberri', 'fruiti', 'pineappl', 'honey']",CC(C)COC(=O)CC(C)C,http://www.thegoodscentscompany.com/data/rw1000631.html,10
551-08-6,"['gerard', 'green', 'veget', 'herbal']",CCC\C=C/1OC(=O)c2ccccc12,http://www.thegoodscentscompany.com/data/rw1027291.html,4
78-84-2,"['aldehyd', 'appl', 'floral', 'green', 'pungent', 'fresh', 'fruiti']",CC(C)C=O,http://www.thegoodscentscompany.com/data/rw1006831.html,7
107-92-6,"['dairi', 'gerard', 'sharp', 'butter', 'chees', 'butteri', 'fruiti']",CCCC(O)=O,http://www.thegoodscentscompany.com/data/rw1003411.html,7
79-31-2,"['dairi', 'bakeri', 'bitter', 'veget', 'butter', 'chees', 'butteri', 'strawberri']",CC(C)C(O)=O,http://www.thegoodscentscompany.com/data/rw1002281.html,8
600-18-0,"['creami', 'gerard', 'brown', 'caramel', 'lacton']",CCC(=O)C(O)=O,http://www.thegoodscentscompany.com/data/rw1037661.html,5
96-48-0,"['oili', 'creami', 'gerard', 'fatti', 'aromat', 'caramel']",O=C1CCCO1,http://www.thegoodscentscompany.com/data/rw1028441.html,6
495-40-9,"['cherri', 'camphor']",CCCC(=O)c1ccccc1,http://www.thegoodscentscompany.com/data/rw1014061.html,2
29350-73-0,"['fresh', 'woodi']",CC(C)[C@@H]1CC[C@H](C)[C@@H]2C=C[C@H](C)C[C@@H]12,http://www.thegoodscentscompany.com/data/rw1017091.html,2
5937-11-1,"['balsam', 'earthi']",CC(C)[C@@H]1CC[C@](C)(O)[C@@H]2CCC(=C[C@@H]12)C,http://www.thegoodscentscompany.com/data/rw1010481.html,2
79-92-5,"['pine', 'herbal', 'citrus', 'cool', 'gerard', 'spici', 'camphor', 'oili', 'minti', 'green', 'woodi', 'lavend']",CC1(C)C2CCC(C2)C1=C,http://www.thegoodscentscompany.com/data/rw1006291.html,12
5794-04-7,"['fresh', 'woodi', 'terpen']",CC1(C)C2CCC(C2)C1=C,http://www.thegoodscentscompany.com/data/rw1056891.html,3
5794-03-6,"['woodi', 'fresh', 'herbal', 'camphor']",CC1(C)[C@@H]2CC[C@@H](C2)C1=C,http://www.thegoodscentscompany.com/data/rw1106261.html,4
36789-59-0,"['floral', 'woodi', 'fresh', 'lavend', 'berri']",CC(OC(C)=O)C1CC=C(C)C1(C)C,http://www.thegoodscentscompany.com/data/rw1037301.html,5
1901-38-8,"['camphor', 'berri']",CC1=CCC(CCO)C1(C)C,http://www.thegoodscentscompany.com/data/rw1037791.html,2
4501-58-0,"['amber', 'green', 'woodi', 'herbal']",CC(=O)C1CC=C(C)C1(C)C,http://www.thegoodscentscompany.com/data/rw1003711.html,4
464-49-3,"['camphor', 'medicin', 'minti', 'cool', 'gerard', 'green', 'herbal', 'phenol']",CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,http://www.thegoodscentscompany.com/data/rw1030211.html,8
464-48-2,['camphor'],CC1(C)C2CC[C@]1(C)C(=O)C2,http://www.thegoodscentscompany.com/data/rw1056911.html,1
28664-35-9,"['roast', 'burnt', 'chocol', 'caramel', 'vanilla']",CC1OC(=O)C(=C1C)O,http://www.thegoodscentscompany.com/data/rw1028801.html,5
13494-06-9,['caramel'],CC1CC(=O)C(=O)C1C,http://www.thegoodscentscompany.com/data/rw1012731.html,1
13466-78-9,"['medicin', 'phenol', 'terpen', 'pine', 'herbal', 'citrus']",CC1=CCC2C(C1)C2(C)C,http://www.thegoodscentscompany.com/data/rw1014471.html,6
499-75-2,"['medicin', 'cool', 'gerard', 'phenol', 'woodi', 'spici', 'spice', 'herbal', 'camphor', 'herbac']",CC(C)c1ccc(C)c(O)c1,http://www.thegoodscentscompany.com/data/rw1027311.html,10
6379-73-3,"['leafi', 'spici', 'citrus', 'herbal']",COc1cc(ccc1C)C(C)C,http://www.thegoodscentscompany.com/data/rw1378291.html,4
2102-59-2,['minti'],CC(=C)C1CC=C(C)C(O)C1,http://www.thegoodscentscompany.com/data/rw1053801.html,1
562-74-3,"['grapefruit', 'geranium', 'spice', 'fresh', 'earthi', 'lime', 'citrus', 'gerard', 'musti', 'chocol', 'fruiti', 'herbac', 'minti', 'woodi', 'warm', 'lemon', 'lavend']",CC(C)C1(O)CCC(=CC1)C,http://www.thegoodscentscompany.com/data/rw1021751.html,17
99-49-0,['minti'],CC(=C)C1CC=C(C)C(=O)C1,http://www.thegoodscentscompany.com/data/rw1399011.html,1
2244-16-8,"['mint', 'spice', 'spici']",CC(=C)[C@H]1CC=C(C)C(=O)C1,http://www.thegoodscentscompany.com/data/rw1007121.html,3
6485-40-1,"['fresh', 'herbal', 'spici']",CC(=C)[C@@H]1CC=C(C)C(=O)C1,http://www.thegoodscentscompany.com/data/rw1002741.html,3
33204-74-9,['minti'],CC(=C)C1CC2OC2(C)C(=O)C1,http://www.thegoodscentscompany.com/data/rw1511401.html,1
18383-49-8,['mint'],CC(=C)[C@@H]1C[C@H]2O[C@@]2(C)C(=O)C1,http://www.thegoodscentscompany.com/data/rw1015631.html,1
97-42-7,"['gerard', 'green', 'fruiti']",CC(=C)C1CC=C(C)C(C1)OC(C)=O,http://www.thegoodscentscompany.com/data/rw1005041.html,3
97-45-0,"['fruiti', 'warm', 'minti']",CCC(=O)OC1CC(CC=C1C)C(C)=C,http://www.thegoodscentscompany.com/data/rw1014731.html,3
13877-93-5,"['gerard', 'woodi', 'spice', 'spici']",C\C1=C\CCC(=C)C2CC(C)(C)C2CC1,http://www.thegoodscentscompany.com/data/rw1011551.html,4
87-44-5,"['oili', 'terpen', 'woodi', 'citrus', 'spice', 'spici']",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,http://www.thegoodscentscompany.com/data/rw1060851.html,6
472-97-9,"['woodi', 'warm', 'earthi', 'spici']",CC1(C)CC2C1CCC3(C)CCCC2(O)C3,http://www.thegoodscentscompany.com/data/rw1014751.html,4
32214-91-8,"['amber', 'cedar', 'woodi', 'sharp', 'fresh']",CC(=O)OC1CCC(=C)C2CC(C)(C)C2C/C=C1/C,http://www.thegoodscentscompany.com/data/rw1023611.html,5
57082-24-3,"['amber', 'woodi', 'spici', 'fruiti', 'earthi']",CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2,http://www.thegoodscentscompany.com/data/rw1061391.html,5
58096-46-1,"['spici', 'woodi', 'earthi']",CC12CCCC(C1)(OC=O)C3CC(C)(C)C3CC2,http://www.thegoodscentscompany.com/data/rw1430931.html,3
1139-30-6,"['fresh', 'woodi']",CC1(C)CC2C1CCC3(C)OC3CCC2=C,http://www.thegoodscentscompany.com/data/rw1023631.html,2
71048-82-3,"['rose', 'fruiti', 'natur']",C/C=C/C(=O)C1C(C)C=CCC1(C)C,http://www.thegoodscentscompany.com/data/rw1445021.html,3
81783-01-9,"['green', 'rose', 'grapefruit', 'herbal']",CC(C)\C(=N/O)C(C)(C)C\C=C(/C)C=C,http://www.thegoodscentscompany.com/data/rw1131061.html,4
23550-40-5,"['pineappl', 'tropic', 'melon', 'alcohol', 'ferment', 'peach', 'coffe', 'gerard', 'metal', 'musti', 'fruiti', 'green', 'beverag']",CSC(C)(C)CC(C)=O,http://www.thegoodscentscompany.com/data/rw1036031.html,13
7070-15-7,"['balsam', 'pine', 'cedar', 'woodi', 'perfum']",CC1(C)[C@H]2CC[C@]1(C)[C@H](C2)OCCO,http://www.thegoodscentscompany.com/data/rw1001391.html,5
13794-73-5,"['cedar', 'woodi']",CC1CCC2C(C)(C)C3CC12CC(=O)C3C,http://www.thegoodscentscompany.com/data/rw1046371.html,2
469-61-4,"['cedar', 'woodi']",C[C@@H]1CC[C@H]2C(C)(C)C3C[C@@]12CC=C3C,http://www.thegoodscentscompany.com/data/rw1032351.html,2
13567-39-0,"['amber', 'woodi', 'tobacco', 'fresh']",CC1CCC2C(C)(C)C3CC12CC4OC34C,http://www.thegoodscentscompany.com/data/rw1001171.html,4
28231-03-0,['woodi'],CC1CCC2C(C)(C)C3CC12CC(O)C3=C,http://www.thegoodscentscompany.com/data/rw1002831.html,1
30960-39-5,"['woodi', 'cedar']",C[C@@H]1CC[C@H]2C(C)(C)[C@H]3CC12C(=O)C=C3C,http://www.thegoodscentscompany.com/data/rw1014941.html,2
1405-92-1,"['cedar', 'woodi', 'waxi', 'sharp']",C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC=C3COC(C)=O,http://www.thegoodscentscompany.com/data/rw1000921.html,4
77-53-2,"['balsam', 'woodi', 'cedar']",C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,http://www.thegoodscentscompany.com/data/rw1003031.html,3
19870-74-7,"['cedar', 'woodi', 'earthi']",CO[C@@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,http://www.thegoodscentscompany.com/data/rw1104871.html,3
77-54-3,"['balsam', 'vetiv', 'earthi', 'cedar', 'leather', 'woodi', 'sharp']",C[C@@H]1CC[C@H]2C(C)(C)C3CC12CCC3(C)OC(C)=O,http://www.thegoodscentscompany.com/data/rw1002481.html,7
39900-38-4,"['vetiv', 'amber']",C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)OC=O,http://www.thegoodscentscompany.com/data/rw1021571.html,2
67874-81-1,['woodi'],CO[C@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,http://www.thegoodscentscompany.com/data/rw1020571.html,1
3720-16-9,"['green', 'fresh', 'spici', 'herbac']",CCCC1CC(=CC(=O)C1)C,http://www.thegoodscentscompany.com/data/rw1025611.html,4
71566-53-5,"['aromat', 'herbal', 'natur']",CCC1OCC2(CO1)CC(=CCC2C)C,http://www.thegoodscentscompany.com/data/rw1018231.html,3
80118-06-5,"['flower', 'fresh', 'pear', 'aromat', 'herbal', 'fruiti', 'natur', 'floral']",CC(C)C(=O)OC(C)CC(C)=C,http://www.thegoodscentscompany.com/data/rw1028271.html,8
68419-46-5,['anim'],CC(C)CC(=O)\C=C/C(C)C,http://www.thegoodscentscompany.com/data/rw1021731.html,1
6297-41-2,"['floral', 'aromat', 'rose', 'fruiti', 'herbal']",CCCCOC(=O)C(C)CCC,http://www.thegoodscentscompany.com/data/rw1013681.html,5
67028-40-4,"['powderi', 'floral', 'gerard', 'metal', 'hyacinth', 'fruiti', 'brown', 'cherri']",CCOC(=O)COc1ccc(C)cc1,http://www.thegoodscentscompany.com/data/rw1023241.html,8
1617-23-8,"['appl', 'ether', 'pineappl', 'tropic', 'pear', 'juici', 'cool', 'gerard', 'fruiti', 'natur', 'floral', 'green', 'cherri']",CCOC(=O)C(C)\C=C\C,http://www.thegoodscentscompany.com/data/rw1036291.html,13
1197-01-9,"['floral', 'gerard', 'fruiti', 'herbal', 'cherri', 'camphor', 'coumarin', 'herbac']",Cc1ccc(cc1)C(C)(C)O,http://www.thegoodscentscompany.com/data/rw1004641.html,8
68378-13-2,"['nutti', 'almond', 'roast', 'chocol', 'cocoa']",COc1nccnc1C,http://www.thegoodscentscompany.com/data/rw1008701.html,5
39067-39-5,"['green', 'aldehyd']",CCCC1C2CC(C=C2)C1C=O,http://www.thegoodscentscompany.com/data/rw1023791.html,2
69929-17-5,"['floral', 'green', 'grapefruit', 'herbal']",CC1C=C(C)CCC1C(=O)C(C)(C)C,http://www.thegoodscentscompany.com/data/rw1061551.html,4
3558-60-9,"['floral', 'green', 'metal', 'jasmin']",COCCc1ccccc1,http://www.thegoodscentscompany.com/data/rw1026251.html,4
470-67-7,"['minti', 'cool', 'terpen', 'pine', 'green', 'gerard', 'camphor']",CC(C)C12CCC(C)(CC1)O2,http://www.thegoodscentscompany.com/data/rw1029041.html,7
470-82-6,"['minti', 'cool', 'fresh', 'lavend', 'herbal', 'camphor']",CC12CCC(CC1)C(C)(C)O2,http://www.thegoodscentscompany.com/data/rw1056361.html,6
104-55-2,"['balsam', 'aldehyd', 'spice', 'bergamot', 'honey', 'aromat', 'cinnamon', 'gerard', 'almond', 'spici', 'warm', 'lavend', 'vanilla']",O=C/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1002631.html,13
14371-10-9,"['cinnamon', 'warm', 'spice']",O=C/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1092691.html,3
57194-69-1,"['spici', 'cinnamon']",O=C\C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1093121.html,2
7148-78-9,"['spici', 'cinnamon']",CCOC(OCC)/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1384531.html,2
4364-06-1,"['green', 'cinnamon', 'fresh', 'spici']",COC(OC)/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1017111.html,4
5660-60-6,"['warm', 'cinnamon', 'spici']",C1COC(O1)/C=C/c2ccccc2,http://www.thegoodscentscompany.com/data/rw1015421.html,3
94386-48-8,['cinnamon'],COC(=O)c1ccccc1N=C\C=C\c2ccccc2,http://www.thegoodscentscompany.com/data/rw1025751.html,1
4353-01-9,"['spici', 'cinnamon']",CC1COC(O1)\C=C\c2ccccc2,http://www.thegoodscentscompany.com/data/rw1097801.html,2
621-82-9,['balsam'],OC(=O)\C=C\c1ccccc1,http://www.thegoodscentscompany.com/data/rw1350711.html,1
140-10-3,['balsam'],OC(=O)\C=C\c1ccccc1,http://www.thegoodscentscompany.com/data/rw1003271.html,1
874-66-8,"['medicin', 'gerard', 'woodi', 'cinnamon', 'spice', 'herbal', 'spici']",C/C(C=O)=C/c1occc1,http://www.thegoodscentscompany.com/data/rw1032701.html,7
103-54-8,"['balsam', 'powderi', 'floral', 'gerard', 'rosi', 'cinnamon', 'floreal', 'fruiti', 'spici']",CC(=O)OC\C=C\c1ccccc1,http://www.thegoodscentscompany.com/data/rw1003372.html,9
104-54-1,"['balsam', 'powderi', 'floral', 'gerard', 'green', 'aromat', 'hyacinth', 'cinnamon', 'ferment', 'spice', 'floreal', 'spici']",OC\C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1003291.html,12
4407-36-7,"['balsam', 'powderi', 'green', 'hyacinth', 'spici']",OC/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1040881.html,5
5320-75-2,"['balsam', 'spici', 'butteri', 'fruiti']",O=C(OC/C=C/c1ccccc1)c2ccccc2,http://www.thegoodscentscompany.com/data/rw1015461.html,4
103-61-7,"['cognac', 'floral', 'fruiti', 'winey']",CCCC(=O)OC/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1014111.html,4
103-59-3,"['balsam', 'appl', 'pineappl', 'tropic', 'tobacco', 'gerard', 'almond', 'strawberri', 'fruiti', 'spici', 'plum', 'dairi', 'floral', 'apricot']",CC(C)C(=O)OC\C=C\c1ccccc1,http://www.thegoodscentscompany.com/data/rw1024251.html,14
122-69-0,"['balsam', 'nutti', 'floral', 'gerard', 'almond', 'aromat', 'cinnamon', 'rose', 'jasmin', 'berri', 'spici', 'honey']",O=C(OC/C=C/c1ccccc1)/C=C/c2ccccc2,http://www.thegoodscentscompany.com/data/rw1012411.html,12
532-08-1,['cinnamon'],COc1cc(CC=C)ccc1OC(=O)\C=C\c2ccccc2,http://www.thegoodscentscompany.com/data/rw1015471.html,1
104-65-4,"['balsam', 'floral', 'green', 'herbal', 'fruiti', 'herbac']",O=COC\C=C\c1ccccc1,http://www.thegoodscentscompany.com/data/rw1020931.html,6
6994-20-3,"['green', 'spici', 'fruiti']",CCCCCC(=O)OC\C=C\c1ccccc1,http://www.thegoodscentscompany.com/data/rw1041291.html,3
4360-47-8,"['cinnamon', 'spici']",N#C/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1417701.html,2
1885-38-7,"['aldehyd', 'fatti', 'cinnamon', 'spici', 'chemic']",N#C/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1004921.html,5
7492-65-1,"['balsam', 'spici']",O=C(Cc1ccccc1)OC/C=C/c2ccccc2,http://www.thegoodscentscompany.com/data/rw1015501.html,2
103-56-0,"['balsam', 'floral', 'gerard', 'green', 'aromat', 'spice', 'fruiti', 'cherri', 'spici']",CCC(=O)OC/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1024271.html,9
61792-12-9,"['green', 'woodi', 'herbal']",C\C=C(/C)C(=O)OC/C=C/c1ccccc1,http://www.thegoodscentscompany.com/data/rw1015521.html,3
140-27-2,"['balsam', 'spice', 'melon', 'aromat', 'ferment', 'peach', 'gerard', 'rose', 'strawberri', 'fruiti', 'spici', 'winey', 'dairi', 'floral', 'green', 'bakeri', 'woodi', 'cherri', 'apricot']",CC(C)CC(=O)OC\C=C\c1ccccc1,http://www.thegoodscentscompany.com/data/rw1003391.html,19
2408-37-9,"['pungent', 'honey']",CC1CCCC(C)(C)C1=O,http://www.thegoodscentscompany.com/data/rw1009311.html,2
5392-40-5,"['gerard', 'fresh', 'sharp', 'lemon', 'green', 'juici']",CC(C)=CCC\C(C)=C\C=O,http://www.thegoodscentscompany.com/data/rw1003432.html,6
141-27-5,"['citrus', 'lemon']",CC(C)=CCC\C(C)=C\C=O,http://www.thegoodscentscompany.com/data/rw1041341.html,2
106-26-3,['lemon'],CC(C)=CCC\C(C)=C/C=O,http://www.thegoodscentscompany.com/data/rw1331191.html,1
55050-40-3,"['aldehyd', 'floral', 'juici', 'rose', 'lemon', 'natur']",CC(C)=CCCC(=C)CC=O,http://www.thegoodscentscompany.com/data/rw1377081.html,6
7492-66-2,"['fresh', 'lime', 'citrus', 'chemic', 'gerard', 'waxi', 'floral', 'green', 'lemon', 'clean']",CCOC(OCC)\C=C(C)\CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1002571.html,10
7549-37-3,"['aldehyd', 'grapefruit', 'fresh', 'lime', 'citrus', 'gerard', 'natur', 'floral', 'green', 'lemon', 'clean']",COC(OC)\C=C(C)\CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1003452.html,11
66408-78-4,"['floral', 'lemon', 'clean', 'fresh']",CC(C)=CCC/C(C)=C/C1OCCO1,http://www.thegoodscentscompany.com/data/rw1016751.html,4
67801-47-2,"['fresh', 'fruiti', 'lemon']",COC(=O)c1ccccc1N=C\C=C(C)\CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1025251.html,3
10444-50-5,"['orang', 'citrus', 'lemon']",CC1COC(O1)\C=C(C)\CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1015621.html,3
106-23-0,"['aldehyd', 'rosi', 'fresh', 'herbal', 'citrus', 'gerard', 'rose', 'waxi', 'fruiti', 'floral', 'green', 'floreal']",C[C@H](CCC=C(C)C)CC=O,http://www.thegoodscentscompany.com/data/rw1032651.html,12
2385-77-5,"['citrus', 'fresh', 'herbal']",C[C@H](CCC=C(C)C)CC=O,http://www.thegoodscentscompany.com/data/rw1106481.html,3
5949-05-3,"['clean', 'citrus', 'herbal']",C[C@@H](CCC=C(C)C)CC=O,http://www.thegoodscentscompany.com/data/rw1056961.html,3
67923-82-4,"['minti', 'rose', 'fresh', 'fruiti']",CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C,http://www.thegoodscentscompany.com/data/rw1015741.html,4
67845-42-5,"['aldehyd', 'grassi', 'rosi', 'green', 'woodi', 'sharp', 'fresh', 'weedi', 'citrus']",COC(=O)c1ccccc1N=CCC(C)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1029561.html,9
22457-25-6,"['citrus', 'bergamot', 'lime']",CC(CCC=C(C)C)C\C=N/O,http://www.thegoodscentscompany.com/data/rw1377281.html,3
106-22-9,"['rosi', 'geranium', 'fresh', 'citrus', 'gerard', 'terpen', 'leather', 'fatti', 'rose', 'waxi', 'fruiti', 'floral', 'green', 'clean']",C[C@@H](CCO)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1007032.html,14
1117-61-9,"['oili', 'leaf', 'rose']",C[C@@H](CCO)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1056991.html,3
7540-51-4,"['floral', 'rosi', 'rose', 'waxi', 'geranium', 'perfum', 'fresh', 'clean', 'natur']",C[C@H](CCO)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1057001.html,9
150-84-5,"['appl', 'rosi', 'fresh', 'bergamot', 'tropic', 'honey', 'pear', 'leafi', 'lime', 'citrus', 'gerard', 'fatti', 'rose', 'waxi', 'fruiti', 'plum', 'floral', 'green', 'woodi', 'lemon', 'clean', 'lavend']",CC(CCOC(C)=O)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1012172.html,22
67601-05-2,"['floral', 'rosi', 'rose', 'geranium', 'fresh', 'fruiti', 'bergamot', 'muguet']",CC(CCOC(C)=O)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1423711.html,8
4433-36-7,"['balsam', 'rose', 'woodi', 'floral']",CC(CCCC(C)=O)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1385091.html,4
68555-57-7,"['floral', 'rose', 'fruiti', 'neroli']",CC(CCOC(=O)c1ccccc1N)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1004401.html,4
10482-77-6,['rose'],CC(CCOC(=O)c1ccccc1)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1015761.html,1
141-16-2,"['floral', 'gerard', 'green', 'rose', 'geranium', 'perfum', 'fresh', 'fruiti', 'citrus', 'tropic']",CCCC(=O)OCCC(C)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1017851.html,10
97-89-2,"['geranium', 'fresh', 'tropic', 'citrus', 'gerard', 'rose', 'waxi', 'fruiti', 'floral', 'green', 'lemon']",CC(CCOC(=O)C(C)C)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1019711.html,11
10482-79-8,['rose'],CC(CCOC(=O)/C=C/c1ccccc1)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1015801.html,1
60788-25-2,"['aldehyd', 'rose', 'lili', 'muguet']",CCOC(=O)C(=O)OCCC(C)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1000481.html,4
69929-16-4,"['rose', 'clean', 'fresh', 'citrus']",CCOCCC(C)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1007191.html,4
105-85-1,"['flower', 'grapefruit', 'vetiv', 'geranium', 'fresh', 'bergamot', 'tropic', 'honey', 'pear', 'leafi', 'citrus', 'peach', 'gerard', 'cucumb', 'rose', 'waxi', 'fruiti', 'plum', 'leaf', 'floral', 'green', 'apricot']",CC(CCOC=O)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1017871.html,22
10580-25-3,"['floral', 'rose', 'fruiti']",CCCCCC(=O)OCCC(C)CCC=C(C)C,http://www.thegoodscentscompany.com/data/rw1015781.html,3
51566-62-2,"['aldehyd', 'floral', 'green', 'metal', 'lemon', 'waxi', 'fresh', 'citrus', 'chemic']",CC(CCC=C(C)C)CC#N,http://www.thegoodscentscompany.com/data/rw1008932.html,9
